"","state","county","winner"
"1199","Georgia","Tift","Republican"
"1200","Georgia","Tift","Republican"
"1201","Georgia","Tift","Republican"
"1202","Georgia","Tift","Republican"
"1203","Georgia","Toombs","Republican"
"1204","Georgia","Toombs","Republican"
"1205","Georgia","Toombs","Republican"
"1206","Georgia","Toombs","Republican"
"1207","Georgia","Towns","Republican"
"1208","Georgia","Towns","Republican"
"1209","Georgia","Towns","Republican"
"1210","Georgia","Towns","Republican"
"1211","Georgia","Treutlen","Republican"
"1212","Georgia","Treutlen","Republican"
"1213","Georgia","Treutlen","Republican"
"1214","Georgia","Treutlen","Republican"
"1215","Georgia","Troup","Republican"
"1216","Georgia","Troup","Republican"
"1217","Georgia","Troup","Republican"
"1218","Georgia","Troup","Republican"
"1219","Georgia","Turner","Republican"
"1220","Georgia","Turner","Republican"
"1221","Georgia","Turner","Republican"
"1222","Georgia","Turner","Republican"
"1223","Georgia","Twiggs","Republican"
"1224","Georgia","Twiggs","Republican"
"1225","Georgia","Twiggs","Republican"
"1226","Georgia","Twiggs","Republican"
"1227","Georgia","Union","Republican"
"1228","Georgia","Union","Republican"
"1229","Georgia","Union","Republican"
"1230","Georgia","Union","Republican"
"1231","Georgia","Upson","Republican"
"1232","Georgia","Upson","Republican"
"1233","Georgia","Upson","Republican"
"1234","Georgia","Upson","Republican"
"1235","Georgia","Walker","Republican"
"1236","Georgia","Walker","Republican"
"1237","Georgia","Walker","Republican"
"1238","Georgia","Walker","Republican"
"1239","Georgia","Walton","Republican"
"1240","Georgia","Walton","Republican"
"1241","Georgia","Walton","Republican"
"1242","Georgia","Walton","Republican"
"1243","Georgia","Ware","Republican"
"1244","Georgia","Ware","Republican"
"1245","Georgia","Ware","Republican"
"1246","Georgia","Ware","Republican"
"1247","Georgia","Warren","Republican"
"1248","Georgia","Warren","Republican"
"1249","Georgia","Warren","Republican"
"1250","Georgia","Warren","Republican"
"1251","Georgia","Washington","Republican"
"1252","Georgia","Washington","Republican"
"1253","Georgia","Washington","Republican"
"1254","Georgia","Washington","Republican"
"1255","Georgia","Wayne","Republican"
"1256","Georgia","Wayne","Republican"
"1257","Georgia","Wayne","Republican"
"1258","Georgia","Wayne","Republican"
"1259","Georgia","Webster","Republican"
"1260","Georgia","Webster","Republican"
"1261","Georgia","Webster","Republican"
"1262","Georgia","Webster","Republican"
"1263","Georgia","Wheeler","Republican"
"1264","Georgia","Wheeler","Republican"
"1265","Georgia","Wheeler","Republican"
"1266","Georgia","Wheeler","Republican"
"1267","Georgia","White","Republican"
"1268","Georgia","White","Republican"
"1269","Georgia","White","Republican"
"1270","Georgia","White","Republican"
"1271","Georgia","Whitfield","Republican"
"1272","Georgia","Whitfield","Republican"
"1273","Georgia","Whitfield","Republican"
"1274","Georgia","Whitfield","Republican"
"1275","Georgia","Wilcox","Republican"
"1276","Georgia","Wilcox","Republican"
"1277","Georgia","Wilcox","Republican"
"1278","Georgia","Wilcox","Republican"
"1279","Georgia","Wilkes","Republican"
"1280","Georgia","Wilkes","Republican"
"1281","Georgia","Wilkes","Republican"
"1282","Georgia","Wilkes","Republican"
"1283","Georgia","Wilkinson","Republican"
"1284","Georgia","Wilkinson","Republican"
"1285","Georgia","Wilkinson","Republican"
"1286","Georgia","Wilkinson","Republican"
"1287","Georgia","Worth","Republican"
"1288","Georgia","Worth","Republican"
"1289","Georgia","Worth","Republican"
"1290","Georgia","Worth","Republican"
"1291","Hawaii","Hawaii","Democrat"
"1292","Hawaii","Honolulu","Democrat"
"1293","Hawaii","Kauai","Democrat"
"1294","Hawaii","Maui","Democrat"
"1295","Idaho","Ada","Republican"
"1296","Idaho","Adams","Republican"
"1297","Idaho","Bannock","Republican"
"1298","Idaho","Bear Lake","Republican"
"1299","Idaho","Benewah","Republican"
"1300","Idaho","Bingham","Republican"
"1301","Idaho","Blaine","Democrat"
"1302","Idaho","Boise","Republican"
"1303","Idaho","Bonner","Republican"
"1304","Idaho","Bonneville","Republican"
"1305","Idaho","Boundary","Republican"
"1306","Idaho","Butte","Republican"
"1307","Idaho","Camas","Republican"
"1308","Idaho","Canyon","Republican"
"1309","Idaho","Caribou","Republican"
"1310","Idaho","Cassia","Republican"
"1311","Idaho","Clark","Republican"
"1312","Idaho","Clearwater","Republican"
"1313","Idaho","Custer","Republican"
"1314","Idaho","Elmore","Republican"
"1315","Idaho","Franklin","Republican"
"1316","Idaho","Fremont","Republican"
"1317","Idaho","Gem","Republican"
"1318","Idaho","Gooding","Republican"
"1319","Idaho","Idaho","Republican"
"1320","Idaho","Jefferson","Republican"
"1321","Idaho","Jerome","Republican"
"1322","Idaho","Kootenai","Republican"
"1323","Idaho","Latah","Democrat"
"1324","Idaho","Lemhi","Republican"
"1325","Idaho","Lewis","Republican"
"1326","Idaho","Lincoln","Republican"
"1327","Idaho","Madison","Republican"
"1328","Idaho","Minidoka","Republican"
"1329","Idaho","Nez Perce","Republican"
"1330","Idaho","Oneida","Republican"
"1331","Idaho","Owyhee","Republican"
"1332","Idaho","Payette","Republican"
"1333","Idaho","Power","Republican"
"1334","Idaho","Shoshone","Republican"
"1335","Idaho","Teton","Democrat"
"1336","Idaho","Twin Falls","Republican"
"1337","Idaho","Valley","Republican"
"1338","Idaho","Washington","Republican"
"1339","Illinois","Adams","Republican"
"1340","Illinois","Alexander","Republican"
"1341","Illinois","Bond","Republican"
"1342","Illinois","Boone","Republican"
"1343","Illinois","Brown","Republican"
"1344","Illinois","Bureau","Republican"
"1345","Illinois","Calhoun","Republican"
"1346","Illinois","Carroll","Republican"
"1347","Illinois","Cass","Republican"
"1348","Illinois","Champaign","Democrat"
"1349","Illinois","Christian","Republican"
"1350","Illinois","Clark","Republican"
"1351","Illinois","Clay","Republican"
"1352","Illinois","Clinton","Republican"
"1353","Illinois","Coles","Republican"
"1354","Illinois","Cook","Democrat"
"1355","Illinois","Crawford","Republican"
"1356","Illinois","Cumberland","Republican"
"1357","Illinois","Dekalb","Democrat"
"1358","Illinois","De Witt","Republican"
"1359","Illinois","Douglas","Republican"
"1360","Illinois","Dupage","Democrat"
"1361","Illinois","Edgar","Republican"
"1362","Illinois","Edwards","Republican"
"1363","Illinois","Effingham","Republican"
"1364","Illinois","Fayette","Republican"
"1365","Illinois","Ford","Republican"
"1366","Illinois","Franklin","Republican"
"1367","Illinois","Fulton","Republican"
"1368","Illinois","Gallatin","Republican"
"1369","Illinois","Greene","Republican"
"1370","Illinois","Grundy","Republican"
"1371","Illinois","Hamilton","Republican"
"1372","Illinois","Hancock","Republican"
"1373","Illinois","Hardin","Republican"
"1374","Illinois","Henderson","Republican"
"1375","Illinois","Henry","Republican"
"1376","Illinois","Iroquois","Republican"
"1377","Illinois","Jackson","Democrat"
"1378","Illinois","Jasper","Republican"
"1379","Illinois","Jefferson","Republican"
"1380","Illinois","Jersey","Republican"
"1381","Illinois","Jo Daviess","Republican"
"1382","Illinois","Johnson","Republican"
"1383","Illinois","Kane","Democrat"
"1384","Illinois","Kankakee","Republican"
"1385","Illinois","Kendall","Democrat"
"1386","Illinois","Knox","Republican"
"1387","Illinois","Lake","Democrat"
"1388","Illinois","Lasalle","Republican"
"1389","Illinois","Lawrence","Republican"
"1390","Illinois","Lee","Republican"
"1391","Illinois","Livingston","Republican"
"1392","Illinois","Logan","Republican"
"1393","Illinois","Mcdonough","Republican"
"1394","Illinois","Mchenry","Republican"
"1395","Illinois","Mclean","Democrat"
"1396","Illinois","Macon","Republican"
"1397","Illinois","Macoupin","Republican"
"1398","Illinois","Madison","Republican"
"1399","Illinois","Marion","Republican"
"1400","Illinois","Marshall","Republican"
"1401","Illinois","Mason","Republican"
"1402","Illinois","Massac","Republican"
"1403","Illinois","Menard","Republican"
"1404","Illinois","Mercer","Republican"
"1405","Illinois","Monroe","Republican"
"1406","Illinois","Montgomery","Republican"
"1407","Illinois","Morgan","Republican"
"1408","Illinois","Moultrie","Republican"
"1409","Illinois","Ogle","Republican"
"1410","Illinois","Peoria","Democrat"
"1411","Illinois","Perry","Republican"
"1412","Illinois","Piatt","Republican"
"1413","Illinois","Pike","Republican"
"1414","Illinois","Pope","Republican"
"1415","Illinois","Pulaski","Republican"
"1416","Illinois","Putnam","Republican"
"1417","Illinois","Randolph","Republican"
"1418","Illinois","Richland","Republican"
"1419","Illinois","Rock Island","Democrat"
"1420","Illinois","St. Clair","Democrat"
"1421","Illinois","Saline","Republican"
"1422","Illinois","Sangamon","Republican"
"1423","Illinois","Schuyler","Republican"
"1424","Illinois","Scott","Republican"
"1425","Illinois","Shelby","Republican"
"1426","Illinois","Stark","Republican"
"1427","Illinois","Stephenson","Republican"
"1428","Illinois","Tazewell","Republican"
"1429","Illinois","Union","Republican"
"1430","Illinois","Vermilion","Republican"
"1431","Illinois","Wabash","Republican"
"1432","Illinois","Warren","Republican"
"1433","Illinois","Washington","Republican"
"1434","Illinois","Wayne","Republican"
"1435","Illinois","White","Republican"
"1436","Illinois","Whiteside","Republican"
"1437","Illinois","Will","Democrat"
"1438","Illinois","Williamson","Republican"
"1439","Illinois","Winnebago","Democrat"
"1440","Illinois","Woodford","Republican"
"1441","Indiana","Adams","Republican"
"1442","Indiana","Allen","Republican"
"1443","Indiana","Bartholomew","Republican"
"1444","Indiana","Benton","Republican"
"1445","Indiana","Blackford","Republican"
"1446","Indiana","Boone","Republican"
"1447","Indiana","Brown","Republican"
"1448","Indiana","Carroll","Republican"
"1449","Indiana","Cass","Republican"
"1450","Indiana","Clark","Republican"
"1451","Indiana","Clay","Republican"
"1452","Indiana","Clinton","Republican"
"1453","Indiana","Crawford","Republican"
"1454","Indiana","Daviess","Republican"
"1455","Indiana","Dearborn","Republican"
"1456","Indiana","Decatur","Republican"
"1457","Indiana","Dekalb","Republican"
"1458","Indiana","Delaware","Republican"
"1459","Indiana","Dubois","Republican"
"1460","Indiana","Elkhart","Republican"
"1461","Indiana","Fayette","Republican"
"1462","Indiana","Floyd","Republican"
"1463","Indiana","Fountain","Republican"
"1464","Indiana","Franklin","Republican"
"1465","Indiana","Fulton","Republican"
"1466","Indiana","Gibson","Republican"
"1467","Indiana","Grant","Republican"
"1468","Indiana","Greene","Republican"
"1469","Indiana","Hamilton","Republican"
"1470","Indiana","Hancock","Republican"
"1471","Indiana","Harrison","Republican"
"1472","Indiana","Hendricks","Republican"
"1473","Indiana","Henry","Republican"
"1474","Indiana","Howard","Republican"
"1475","Indiana","Huntington","Republican"
"1476","Indiana","Jackson","Republican"
"1477","Indiana","Jasper","Republican"
"1478","Indiana","Jay","Republican"
"1479","Indiana","Jefferson","Republican"
"1480","Indiana","Jennings","Republican"
"1481","Indiana","Johnson","Republican"
"1482","Indiana","Knox","Republican"
"1483","Indiana","Kosciusko","Republican"
"1484","Indiana","Lagrange","Republican"
"1485","Indiana","Lake","Democrat"
"1486","Indiana","Laporte","Republican"
"1487","Indiana","Lawrence","Republican"
"1488","Indiana","Madison","Republican"
"1489","Indiana","Marion","Democrat"
"1490","Indiana","Marshall","Republican"
"1491","Indiana","Martin","Republican"
"1492","Indiana","Miami","Republican"
"1493","Indiana","Monroe","Democrat"
"1494","Indiana","Montgomery","Republican"
"1495","Indiana","Morgan","Republican"
"1496","Indiana","Newton","Republican"
"1497","Indiana","Noble","Republican"
"1498","Indiana","Ohio","Republican"
"1499","Indiana","Orange","Republican"
"1500","Indiana","Owen","Republican"
"1501","Indiana","Parke","Republican"
"1502","Indiana","Perry","Republican"
"1503","Indiana","Pike","Republican"
"1504","Indiana","Porter","Republican"
"1505","Indiana","Posey","Republican"
"1506","Indiana","Pulaski","Republican"
"1507","Indiana","Putnam","Republican"
"1508","Indiana","Randolph","Republican"
"1509","Indiana","Ripley","Republican"
"1510","Indiana","Rush","Republican"
"1511","Indiana","St. Joseph","Democrat"
"1512","Indiana","Scott","Republican"
"1513","Indiana","Shelby","Republican"
"1514","Indiana","Spencer","Republican"
"1515","Indiana","Starke","Republican"
"1516","Indiana","Steuben","Republican"
"1517","Indiana","Sullivan","Republican"
"1518","Indiana","Switzerland","Republican"
"1519","Indiana","Tippecanoe","Democrat"
"1520","Indiana","Tipton","Republican"
"1521","Indiana","Union","Republican"
"1522","Indiana","Vanderburgh","Republican"
"1523","Indiana","Vermillion","Republican"
"1524","Indiana","Vigo","Republican"
"1525","Indiana","Wabash","Republican"
"1526","Indiana","Warren","Republican"
"1527","Indiana","Warrick","Republican"
"1528","Indiana","Washington","Republican"
"1529","Indiana","Wayne","Republican"
"1530","Indiana","Wells","Republican"
"1531","Indiana","White","Republican"
"1532","Indiana","Whitley","Republican"
"1533","Iowa","Adair","Republican"
"1534","Iowa","Adair","Republican"
"1535","Iowa","Adams","Republican"
"1536","Iowa","Adams","Republican"
"1537","Iowa","Allamakee","Republican"
"1538","Iowa","Allamakee","Republican"
"1539","Iowa","Appanoose","Republican"
"1540","Iowa","Appanoose","Republican"
"1541","Iowa","Audubon","Republican"
"1542","Iowa","Audubon","Republican"
"1543","Iowa","Benton","Republican"
"1544","Iowa","Benton","Republican"
"1545","Iowa","Black Hawk","Democrat"
"1546","Iowa","Black Hawk","Democrat"
"1547","Iowa","Boone","Democrat"
"1548","Iowa","Boone","Democrat"
"1549","Iowa","Bremer","Republican"
"1550","Iowa","Bremer","Republican"
"1551","Iowa","Buchanan","Republican"
"1552","Iowa","Buchanan","Republican"
"1553","Iowa","Buena Vista","Republican"
"1554","Iowa","Buena Vista","Republican"
"1555","Iowa","Butler","Republican"
"1556","Iowa","Butler","Republican"
"1557","Iowa","Calhoun","Republican"
"1558","Iowa","Calhoun","Republican"
"1559","Iowa","Carroll","Republican"
"1560","Iowa","Carroll","Republican"
"1561","Iowa","Cass","Republican"
"1562","Iowa","Cass","Republican"
"1563","Iowa","Cedar","Republican"
"1564","Iowa","Cedar","Republican"
"1565","Iowa","Cerro Gordo","Democrat"
"1566","Iowa","Cerro Gordo","Democrat"
"1567","Iowa","Cherokee","Republican"
"1568","Iowa","Cherokee","Republican"
"1569","Iowa","Chickasaw","Republican"
"1570","Iowa","Chickasaw","Republican"
"1571","Iowa","Clarke","Republican"
"1572","Iowa","Clarke","Republican"
"1573","Iowa","Clay","Republican"
"1574","Iowa","Clay","Republican"
"1575","Iowa","Clayton","Republican"
"1576","Iowa","Clayton","Republican"
"1577","Iowa","Clinton","Democrat"
"1578","Iowa","Clinton","Democrat"
"1579","Iowa","Crawford","Republican"
"1580","Iowa","Crawford","Republican"
"1581","Iowa","Dallas","Democrat"
"1582","Iowa","Dallas","Democrat"
"1583","Iowa","Davis","Republican"
"1584","Iowa","Davis","Republican"
"1585","Iowa","Decatur","Republican"
"1586","Iowa","Decatur","Republican"
"1587","Iowa","Delaware","Republican"
"1588","Iowa","Delaware","Republican"
"1589","Iowa","Des Moines","Democrat"
"1590","Iowa","Des Moines","Democrat"
"1591","Iowa","Dickinson","Republican"
"1592","Iowa","Dickinson","Republican"
"1593","Iowa","Dubuque","Democrat"
"1594","Iowa","Dubuque","Democrat"
"1595","Iowa","Emmet","Republican"
"1596","Iowa","Emmet","Republican"
"1597","Iowa","Fayette","Republican"
"1598","Iowa","Fayette","Republican"
"1599","Iowa","Floyd","Republican"
"1600","Iowa","Floyd","Republican"
"1601","Iowa","Franklin","Republican"
"1602","Iowa","Franklin","Republican"
"1603","Iowa","Fremont","Republican"
"1604","Iowa","Fremont","Republican"
"1605","Iowa","Greene","Republican"
"1606","Iowa","Greene","Republican"
"1607","Iowa","Grundy","Republican"
"1608","Iowa","Grundy","Republican"
"1609","Iowa","Guthrie","Republican"
"1610","Iowa","Guthrie","Republican"
"1611","Iowa","Hamilton","Republican"
"1612","Iowa","Hamilton","Republican"
"1613","Iowa","Hancock","Republican"
"1614","Iowa","Hancock","Republican"
"1615","Iowa","Hardin","Republican"
"1616","Iowa","Hardin","Republican"
"1617","Iowa","Harrison","Republican"
"1618","Iowa","Harrison","Republican"
"1619","Iowa","Henry","Republican"
"1620","Iowa","Henry","Republican"
"1621","Iowa","Howard","Republican"
"1622","Iowa","Howard","Republican"
"1623","Iowa","Humboldt","Republican"
"1624","Iowa","Humboldt","Republican"
"1625","Iowa","Ida","Republican"
"1626","Iowa","Ida","Republican"
"1627","Iowa","Iowa","Republican"
"1628","Iowa","Iowa","Republican"
"1629","Iowa","Jackson","Republican"
"1630","Iowa","Jackson","Republican"
"1631","Iowa","Jasper","Republican"
"1632","Iowa","Jasper","Republican"
"1633","Iowa","Jefferson","Democrat"
"1634","Iowa","Jefferson","Democrat"
"1635","Iowa","Johnson","Democrat"
"1636","Iowa","Johnson","Democrat"
"1637","Iowa","Jones","Republican"
"1638","Iowa","Jones","Republican"
"1639","Iowa","Keokuk","Republican"
"1640","Iowa","Keokuk","Republican"
"1641","Iowa","Kossuth","Republican"
"1642","Iowa","Kossuth","Republican"
"1643","Iowa","Lee","Republican"
"1644","Iowa","Lee","Republican"
"1645","Iowa","Linn","Democrat"
"1646","Iowa","Linn","Democrat"
"1647","Iowa","Louisa","Republican"
"1648","Iowa","Louisa","Republican"
"1649","Iowa","Lucas","Republican"
"1650","Iowa","Lucas","Republican"
"1651","Iowa","Lyon","Republican"
"1652","Iowa","Lyon","Republican"
"1653","Iowa","Madison","Republican"
"1654","Iowa","Madison","Republican"
"1655","Iowa","Mahaska","Republican"
"1656","Iowa","Mahaska","Republican"
"1657","Iowa","Marion","Republican"
"1658","Iowa","Marion","Republican"
"1659","Iowa","Marshall","Democrat"
"1660","Iowa","Marshall","Democrat"
"1661","Iowa","Mills","Republican"
"1662","Iowa","Mills","Republican"
"1663","Iowa","Mitchell","Republican"
"1664","Iowa","Mitchell","Republican"
"1665","Iowa","Monona","Republican"
"1666","Iowa","Monona","Republican"
"1667","Iowa","Monroe","Republican"
"1668","Iowa","Monroe","Republican"
"1669","Iowa","Montgomery","Republican"
"1670","Iowa","Montgomery","Republican"
"1671","Iowa","Muscatine","Democrat"
"1672","Iowa","Muscatine","Democrat"
"1673","Iowa","O'brien","Republican"
"1674","Iowa","O'brien","Republican"
"1675","Iowa","Osceola","Republican"
"1676","Iowa","Osceola","Republican"
"1677","Iowa","Page","Republican"
"1678","Iowa","Page","Republican"
"1679","Iowa","Palo Alto","Republican"
"1680","Iowa","Palo Alto","Republican"
"1681","Iowa","Plymouth","Republican"
"1682","Iowa","Plymouth","Republican"
"1683","Iowa","Pocahontas","Republican"
"1684","Iowa","Pocahontas","Republican"
"1685","Iowa","Polk","Democrat"
"1686","Iowa","Polk","Democrat"
"1687","Iowa","Pottawattamie","Democrat"
"1688","Iowa","Pottawattamie","Democrat"
"1689","Iowa","Poweshiek","Democrat"
"1690","Iowa","Poweshiek","Democrat"
"1691","Iowa","Ringgold","Republican"
"1692","Iowa","Ringgold","Republican"
"1693","Iowa","Sac","Republican"
"1694","Iowa","Sac","Republican"
"1695","Iowa","Scott","Democrat"
"1696","Iowa","Scott","Democrat"
"1697","Iowa","Shelby","Republican"
"1698","Iowa","Shelby","Republican"
"1699","Iowa","Sioux","Republican"
"1700","Iowa","Sioux","Republican"
"1701","Iowa","Story","Democrat"
"1702","Iowa","Story","Democrat"
"1703","Iowa","Tama","Republican"
"1704","Iowa","Tama","Republican"
"1705","Iowa","Taylor","Republican"
"1706","Iowa","Taylor","Republican"
"1707","Iowa","Union","Republican"
"1708","Iowa","Union","Republican"
"1709","Iowa","Van Buren","Republican"
"1710","Iowa","Van Buren","Republican"
"1711","Iowa","Wapello","Republican"
"1712","Iowa","Wapello","Republican"
"1713","Iowa","Warren","Republican"
"1714","Iowa","Warren","Republican"
"1715","Iowa","Washington","Republican"
"1716","Iowa","Washington","Republican"
"1717","Iowa","Wayne","Republican"
"1718","Iowa","Wayne","Republican"
"1719","Iowa","Webster","Republican"
"1720","Iowa","Webster","Republican"
"1721","Iowa","Winnebago","Republican"
"1722","Iowa","Winnebago","Republican"
"1723","Iowa","Winneshiek","Democrat"
"1724","Iowa","Winneshiek","Democrat"
"1725","Iowa","Woodbury","Democrat"
"1726","Iowa","Woodbury","Democrat"
"1727","Iowa","Worth","Republican"
"1728","Iowa","Worth","Republican"
"1729","Iowa","Wright","Republican"
"1730","Iowa","Wright","Republican"
"1731","Kansas","Allen","Republican"
"1732","Kansas","Anderson","Republican"
"1733","Kansas","Atchison","Republican"
"1734","Kansas","Barber","Republican"
"1735","Kansas","Barton","Republican"
"1736","Kansas","Bourbon","Republican"
"1737","Kansas","Brown","Republican"
"1738","Kansas","Butler","Republican"
"1739","Kansas","Chase","Republican"
"1740","Kansas","Chautauqua","Republican"
"1741","Kansas","Cherokee","Republican"
"1742","Kansas","Cheyenne","Republican"
"1743","Kansas","Clark","Republican"
"1744","Kansas","Clay","Republican"
"1745","Kansas","Cloud","Republican"
"1746","Kansas","Coffey","Republican"
"1747","Kansas","Comanche","Republican"
"1748","Kansas","Cowley","Republican"
"1749","Kansas","Crawford","Republican"
"1750","Kansas","Decatur","Republican"
"1751","Kansas","Dickinson","Republican"
"1752","Kansas","Doniphan","Republican"
"1753","Kansas","Douglas","Democrat"
"1754","Kansas","Edwards","Republican"
"1755","Kansas","Elk","Republican"
"1756","Kansas","Ellis","Republican"
"1757","Kansas","Ellsworth","Republican"
"1758","Kansas","Finney","Republican"
"1759","Kansas","Ford","Republican"
"1760","Kansas","Franklin","Republican"
"1761","Kansas","Geary","Republican"
"1762","Kansas","Gove","Republican"
"1763","Kansas","Graham","Republican"
"1764","Kansas","Grant","Republican"
"1765","Kansas","Gray","Republican"
"1766","Kansas","Greeley","Republican"
"1767","Kansas","Greenwood","Republican"
"1768","Kansas","Hamilton","Republican"
"1769","Kansas","Harper","Republican"
"1770","Kansas","Harvey","Republican"
"1771","Kansas","Haskell","Republican"
"1772","Kansas","Hodgeman","Republican"
"1773","Kansas","Jackson","Republican"
"1774","Kansas","Jefferson","Republican"
"1775","Kansas","Jewell","Republican"
"1776","Kansas","Johnson","Democrat"
"1777","Kansas","Kearny","Republican"
"1778","Kansas","Kingman","Republican"
"1779","Kansas","Kiowa","Republican"
"1780","Kansas","Labette","Republican"
"1781","Kansas","Lane","Republican"
"1782","Kansas","Leavenworth","Republican"
"1783","Kansas","Lincoln","Republican"
"1784","Kansas","Linn","Republican"
"1785","Kansas","Logan","Republican"
"1786","Kansas","Lyon","Republican"
"1787","Kansas","Mcpherson","Republican"
"1788","Kansas","Marion","Republican"
"1789","Kansas","Marshall","Republican"
"1790","Kansas","Meade","Republican"
"1791","Kansas","Miami","Republican"
"1792","Kansas","Mitchell","Republican"
"1793","Kansas","Montgomery","Republican"
"1794","Kansas","Morris","Republican"
"1795","Kansas","Morton","Republican"
"1796","Kansas","Nemaha","Republican"
"1797","Kansas","Neosho","Republican"
"1798","Kansas","Ness","Republican"
"1799","Kansas","Norton","Republican"
"1800","Kansas","Osage","Republican"
"1801","Kansas","Osborne","Republican"
"1802","Kansas","Ottawa","Republican"
"1803","Kansas","Pawnee","Republican"
"1804","Kansas","Phillips","Republican"
"1805","Kansas","Pottawatomie","Republican"
"1806","Kansas","Pratt","Republican"
"1807","Kansas","Rawlins","Republican"
"1808","Kansas","Reno","Republican"
"1809","Kansas","Republic","Republican"
"1810","Kansas","Rice","Republican"
"1811","Kansas","Riley","Democrat"
"1812","Kansas","Rooks","Republican"
"1813","Kansas","Rush","Republican"
"1814","Kansas","Russell","Republican"
"1815","Kansas","Saline","Republican"
"1816","Kansas","Scott","Republican"
"1817","Kansas","Sedgwick","Republican"
"1818","Kansas","Seward","Republican"
"1819","Kansas","Shawnee","Democrat"
"1820","Kansas","Sheridan","Republican"
"1821","Kansas","Sherman","Republican"
"1822","Kansas","Smith","Republican"
"1823","Kansas","Stafford","Republican"
"1824","Kansas","Stanton","Republican"
"1825","Kansas","Stevens","Republican"
"1826","Kansas","Sumner","Republican"
"1827","Kansas","Thomas","Republican"
"1828","Kansas","Trego","Republican"
"1829","Kansas","Wabaunsee","Republican"
"1830","Kansas","Wallace","Republican"
"1831","Kansas","Washington","Republican"
"1832","Kansas","Wichita","Republican"
"1833","Kansas","Wilson","Republican"
"1834","Kansas","Woodson","Republican"
"1835","Kansas","Wyandotte","Democrat"
"1836","Kentucky","Adair","Republican"
"1837","Kentucky","Allen","Republican"
"1838","Kentucky","Anderson","Republican"
"1839","Kentucky","Ballard","Republican"
"1840","Kentucky","Barren","Republican"
"1841","Kentucky","Bath","Republican"
"1842","Kentucky","Bell","Republican"
"1843","Kentucky","Boone","Republican"
"1844","Kentucky","Bourbon","Republican"
"1845","Kentucky","Boyd","Republican"
"1846","Kentucky","Boyle","Republican"
"1847","Kentucky","Bracken","Republican"
"1848","Kentucky","Breathitt","Republican"
"1849","Kentucky","Breckinridge","Republican"
"1850","Kentucky","Bullitt","Republican"
"1851","Kentucky","Butler","Republican"
"1852","Kentucky","Caldwell","Republican"
"1853","Kentucky","Calloway","Republican"
"1854","Kentucky","Campbell","Republican"
"1855","Kentucky","Carlisle","Republican"
"1856","Kentucky","Carroll","Republican"
"1857","Kentucky","Carter","Republican"
"1858","Kentucky","Casey","Republican"
"1859","Kentucky","Christian","Republican"
"1860","Kentucky","Clark","Republican"
"1861","Kentucky","Clay","Republican"
"1862","Kentucky","Clinton","Republican"
"1863","Kentucky","Crittenden","Republican"
"1864","Kentucky","Cumberland","Republican"
"1865","Kentucky","Daviess","Republican"
"1866","Kentucky","Edmonson","Republican"
"1867","Kentucky","Elliott","Republican"
"1868","Kentucky","Estill","Republican"
"1869","Kentucky","Fayette","Democrat"
"1870","Kentucky","Fleming","Republican"
"1871","Kentucky","Floyd","Republican"
"1872","Kentucky","Franklin","Republican"
"1873","Kentucky","Fulton","Republican"
"1874","Kentucky","Gallatin","Republican"
"1875","Kentucky","Garrard","Republican"
"1876","Kentucky","Grant","Republican"
"1877","Kentucky","Graves","Republican"
"1878","Kentucky","Grayson","Republican"
"1879","Kentucky","Green","Republican"
"1880","Kentucky","Greenup","Republican"
"1881","Kentucky","Hancock","Republican"
"1882","Kentucky","Hardin","Republican"
"1883","Kentucky","Harlan","Republican"
"1884","Kentucky","Harrison","Republican"
"1885","Kentucky","Hart","Republican"
"1886","Kentucky","Henderson","Republican"
"1887","Kentucky","Henry","Republican"
"1888","Kentucky","Hickman","Republican"
"1889","Kentucky","Hopkins","Republican"
"1890","Kentucky","Jackson","Republican"
"1891","Kentucky","Jefferson","Democrat"
"1892","Kentucky","Jessamine","Republican"
"1893","Kentucky","Johnson","Republican"
"1894","Kentucky","Kenton","Republican"
"1895","Kentucky","Knott","Republican"
"1896","Kentucky","Knox","Republican"
"1897","Kentucky","Larue","Republican"
"1898","Kentucky","Laurel","Republican"
"1899","Kentucky","Lawrence","Republican"
"1900","Kentucky","Lee","Republican"
"1901","Kentucky","Leslie","Republican"
"1902","Kentucky","Letcher","Republican"
"1903","Kentucky","Lewis","Republican"
"1904","Kentucky","Lincoln","Republican"
"1905","Kentucky","Livingston","Republican"
"1906","Kentucky","Logan","Republican"
"1907","Kentucky","Lyon","Republican"
"1908","Kentucky","Mccracken","Republican"
"1909","Kentucky","Mccreary","Republican"
"1910","Kentucky","Mclean","Republican"
"1911","Kentucky","Madison","Republican"
"1912","Kentucky","Magoffin","Republican"
"1913","Kentucky","Marion","Republican"
"1914","Kentucky","Marshall","Republican"
"1915","Kentucky","Martin","Republican"
"1916","Kentucky","Mason","Republican"
"1917","Kentucky","Meade","Republican"
"1918","Kentucky","Menifee","Republican"
"1919","Kentucky","Mercer","Republican"
"1920","Kentucky","Metcalfe","Republican"
"1921","Kentucky","Monroe","Republican"
"1922","Kentucky","Montgomery","Republican"
"1923","Kentucky","Morgan","Republican"
"1924","Kentucky","Muhlenberg","Republican"
"1925","Kentucky","Nelson","Republican"
"1926","Kentucky","Nicholas","Republican"
"1927","Kentucky","Ohio","Republican"
